"Word","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Max_strength.perceptual","Exclusivity.perceptual","Dominant.perceptual","Minkowski3.perceptual","N_known.perceptual","Percent_known.perceptual"
"ACCLIMATE",0.529,0.059,0.471,2.412,0.176,2.118,1.068,0.243,0.874,1.502,0.393,1.764,2.412,0.408,"Interoceptive",2.876,17,0.85
"ACCLIMATION",1.438,0.875,0.812,2.125,0.688,1.75,1.672,1.628,1.559,1.821,1.537,1.983,2.125,0.187,"Interoceptive",2.69,16,0.941
"ACCLIMATIZATION",0.733,0.4,0.8,2.267,0.333,1.6,0.799,0.828,1.265,2.052,0.724,1.595,2.267,0.315,"Interoceptive",2.559,15,0.833
"ACCLIMATIZE",0.333,0.167,0.083,2.083,0.083,2,0.888,0.577,0.289,1.832,0.289,1.651,2.083,0.421,"Interoceptive",2.576,12,0.632
"ACCOLADE",3.286,0,0.429,0.643,0,2.714,2.016,0,1.342,1.447,0,1.858,3.286,0.465,"Auditory",3.822,14,0.824
"ACCOMMODATE",1.111,0.278,0.889,0.944,0.333,2.5,1.676,1.179,1.491,1.474,1.188,1.724,2.5,0.367,"Visual",2.65,18,1
"ACCOMMODATING",1.9,0,0.35,1.05,0.05,1.8,1.586,0,0.745,1.276,0.224,1.609,1.9,0.369,"Auditory",2.404,20,1
"ACCOMMODATINGLY",1.5,0.312,0.25,1.062,0.188,2,1.366,0.873,0.775,1.289,0.75,1.414,2,0.341,"Visual",2.329,16,0.889
"ACCOMMODATION",1.3,0.05,0.9,1.05,0.25,2.95,1.72,0.224,1.373,1.761,0.786,1.849,2.95,0.446,"Visual",3.099,20,1
"ACCOMMODATIVE",2.4,0.2,0.4,0.867,0.2,3.133,2.197,0.775,1.056,1.552,0.775,2.031,3.133,0.407,"Visual",3.565,15,0.882
"ACCOMMODATOR",2.467,0.067,0.133,0.933,0.067,3.267,1.552,0.258,0.352,1.163,0.258,1.87,3.267,0.462,"Visual",3.701,15,0.833
"ACCOMPANIER",1.619,0.143,0.476,0.19,0.238,2.81,1.564,0.655,0.981,0.68,0.7,1.806,2.81,0.487,"Visual",2.983,21,1
"ACCOMPANIMENT",2.462,0.231,0.615,0.923,0.231,2.846,2.184,0.832,1.044,1.801,0.832,1.951,2.846,0.358,"Visual",3.392,13,0.812
"ACCOMPANY",1.235,0.412,1.118,1.176,0.176,2.941,1.522,0.87,1.453,1.468,0.393,2.076,2.941,0.392,"Visual",3.122,17,0.944
"ACCOMPLICE",1.611,0.056,1.056,1.111,0.556,2.722,1.65,0.236,1.434,1.53,1.247,1.904,2.722,0.375,"Visual",3.003,18,1
"ACCOMPLISH",1.5,0.556,1.056,2.333,0.778,2.111,2.093,1.617,1.862,2.142,1.801,2.166,2.333,0.213,"Interoceptive",3.011,18,1
"ACCOMPLISHABLE",1.737,0,0.421,1.579,0,2.368,1.727,0,0.902,1.805,0,1.978,2.368,0.388,"Visual",2.825,19,0.905
"ACCOMPLISHED",1.789,0.132,0.316,2.184,0.079,2.632,1.758,0.665,1.042,2.167,0.359,1.965,2.632,0.358,"Visual",3.253,38,1
"ACCOMPLISHER",1.167,0.167,0.278,0.722,0.167,2.611,1.543,0.707,0.752,1.32,0.707,1.852,2.611,0.478,"Visual",2.705,18,0.947
"ACCOMPLISHMENT",1.833,0.056,0.278,2.556,0.111,3.333,2.007,0.236,0.826,1.822,0.471,1.749,3.333,0.401,"Visual",3.913,18,1
"ACCORD",0.867,0.067,0.067,0.733,0.067,0.933,1.302,0.258,0.258,1.163,0.258,1.58,0.933,0.317,"Visual",1.23,15,0.938
"ACCORDANCE",1.65,0.05,0.3,1.2,0.05,2,1.954,0.224,0.801,1.399,0.224,2.152,2,0.371,"Visual",2.424,20,1
"ACCORDANTLY",1.074,0.185,0.63,0.963,0.185,2.148,1.567,0.557,1.305,1.581,0.483,2.032,2.148,0.379,"Visual",2.309,27,0.711
"ACCORDING",2.5,0.375,0.25,0.5,0.375,1.625,2,1.258,0.577,1.317,1.258,1.746,2.5,0.4,"Auditory",2.722,16,0.941
"ACCORDINGLY",1.875,0.188,0.25,0.938,0.188,2.25,1.708,0.544,0.683,1.436,0.544,1.653,2.25,0.363,"Visual",2.661,16,1
"ACCORDION",4.632,0.158,2.632,0.895,0.211,3.526,1.165,0.688,2.06,1.37,0.535,1.837,4.632,0.371,"Auditory",5.453,19,1
"ACCORDIONIST",3.333,0.167,0.556,0.389,0.222,2.889,1.879,0.707,1.042,0.916,0.732,1.711,3.333,0.419,"Auditory",3.945,18,0.857
"ACCOSTED",1.824,0,0.941,1.294,0,2.765,1.704,0,1.435,1.724,0,1.751,2.765,0.405,"Visual",3.114,17,0.85
"ACCOUNT",2.017,0.462,0.811,0.829,0.512,2.664,1.866,1.106,1.393,1.42,1.157,1.908,2.664,0.302,"Visual",3.053,15978,0.997
"ACCOUNTABILITY",1.95,0.4,0.65,1.9,0.45,2.2,2.212,1.188,1.565,1.889,1.234,2.093,2.2,0.238,"Visual",2.938,20,1
"ACCOUNTABLE",1.667,0.067,0.667,1.467,0,1.667,1.877,0.258,1.175,1.552,0,1.759,1.667,0.301,"Auditory",2.334,15,1
"ACCOUNTABLENESS",2.059,0,0.471,1.176,0,1.941,2.045,0,1.068,1.811,0,2.045,2.059,0.365,"Auditory",2.61,17,1
"ACCOUNTABLY",2.053,0.105,0.474,1.211,0.211,2.684,1.84,0.315,1.073,1.873,0.713,1.945,2.684,0.383,"Visual",3.103,19,0.95
"ACCOUNTANCY",0.933,0.267,1.133,0.267,0.267,3,1.71,0.799,1.995,1.033,1.033,2.171,3,0.466,"Visual",3.084,15,0.833
"ACCOUNTANT",2,0,0.444,0.111,0.167,3.944,1.715,0,0.922,0.323,0.707,1.662,3.944,0.592,"Visual",4.111,18,1
"ACCOUNTING",1.591,0.364,0.818,0.545,0.364,2.773,1.869,1.217,1.468,1.438,1.217,1.798,2.773,0.373,"Visual",2.968,22,1
"ACCREDIT",1.882,0.706,0.824,1.353,0.412,2.471,1.654,1.105,1.074,1.32,0.712,1.419,2.471,0.269,"Visual",2.932,17,1
"ACCREDITATION",1.4,0,0.133,0.133,0,2.133,1.993,0,0.516,0.516,0,2.326,2.133,0.561,"Visual",2.318,15,0.938
"ACCREDITED",1.588,0,0,0.471,0,2.706,1.873,0,0,0.943,0,1.961,2.706,0.568,"Visual",2.881,17,0.944
"ACCRUE",0.824,0.059,0.647,0.529,0.059,2.529,1.334,0.243,1.169,0.943,0.243,1.419,2.529,0.532,"Visual",2.579,17,1
"ACCRUEMENT",0.727,0,0.636,0.545,0,3.273,1.009,0,1.027,1.036,0,1.679,3.273,0.632,"Visual",3.298,11,0.579
"ACCUMULATE",1.267,0.067,2.333,0.333,0.267,3.733,1.792,0.258,2.024,1.291,0.594,1.534,3.733,0.458,"Visual",4.058,15,0.938
"ACCUMULATION",0.579,0.263,1.105,0.789,0.158,3.158,1.17,0.933,1.286,1.228,0.375,1.864,3.158,0.496,"Visual",3.225,19,1
"ACCUMULATIVE",1.333,0.389,1.556,0.611,0.389,3.056,1.91,1.243,2.148,1.378,1.243,1.893,3.056,0.364,"Visual",3.271,18,1
"ACCUMULATIVELY",1.471,0.412,1.118,0.882,0.471,3.059,1.772,1.228,1.495,1.409,1.231,1.819,3.059,0.357,"Visual",3.241,17,1
"ACCUMULATIVENESS",0.538,0.077,0.769,0.538,0.077,2.231,0.776,0.277,1.092,0.967,0.277,2.088,2.231,0.509,"Visual",2.281,13,0.684
"ACCUMULATOR",1,0,0.308,0.231,0.231,2.615,1.581,0,0.63,0.599,0.832,1.805,2.615,0.596,"Visual",2.666,13,0.812
"ACCURACY",2.278,0.667,1.111,0.5,0.667,4.222,2.164,1.328,1.605,1.339,1.328,1.06,4.222,0.394,"Visual",4.468,18,1
"ACCURATE",2.027,0.622,1.622,1.135,0.622,3.324,2.021,1.441,1.846,1.702,1.441,1.796,3.324,0.289,"Visual",3.715,37,1
"ACCURATELY",1.562,0.25,0.812,0.562,0.25,2.812,1.711,0.577,1.328,1.094,0.577,1.642,2.812,0.41,"Visual",2.993,16,1
"ACCURATENESS",1.632,0.368,0.421,1.053,0.526,3.105,1.921,1.165,1.17,1.747,1.264,2.052,3.105,0.385,"Visual",3.293,19,1
"ACCURSED",2.043,0.13,0.391,1.522,0.13,2.261,1.77,0.626,0.988,1.729,0.344,1.839,2.261,0.329,"Visual",2.872,23,0.676
"ACCUSABLE",2.316,0,0,0.263,0,1.895,2.056,0,0,0.653,0,1.941,2.316,0.518,"Auditory",2.68,19,1
"ACCUSATION",4.188,0.125,0.062,0.625,0.125,1.562,1.424,0.5,0.25,1.147,0.5,1.548,4.188,0.617,"Auditory",4.263,16,1
"ACCUSATIVE",2.882,0.118,0.059,1,0,1.941,1.965,0.485,0.243,1.458,0,1.952,2.882,0.48,"Auditory",3.183,17,0.944
"ACCUSATIVELY",3.278,0.222,0.167,1.111,0.111,2,1.873,0.647,0.707,1.676,0.471,1.715,3.278,0.46,"Auditory",3.546,18,0.9
"ACCUSATORIAL",3.231,0,0,0.231,0,2.154,2.127,0,0,0.832,0,1.772,3.231,0.575,"Auditory",3.523,13,0.765
"ACCUSATORY",3.059,0,0.353,1.588,0.118,2.529,1.919,0,0.862,1.805,0.485,1.807,3.059,0.4,"Auditory",3.656,17,0.944
"ACCUSE",3.647,0.235,0.118,1.235,0.176,1.588,1.935,0.97,0.485,1.821,0.728,1.938,3.647,0.504,"Auditory",3.79,17,1
"ACCUSED",3.647,0,0.176,1.588,0,2.824,1.498,0,0.529,1.906,0,1.629,3.647,0.443,"Auditory",4.218,17,1
"ACCUSER",3.562,0.312,0.688,1.5,0.312,3.375,1.896,1.25,1.537,1.932,1.25,1.586,3.562,0.333,"Auditory",4.438,16,1
"ACCUSINGLY",3.333,0.061,0.273,1.333,0.03,1.97,1.726,0.348,0.719,1.575,0.174,1.845,3.333,0.472,"Auditory",3.611,33,0.971
"ACCUSTOM",1.35,0.7,0.9,1.8,0.55,1.95,1.496,1.38,1.334,1.765,1.276,1.669,1.95,0.193,"Visual",2.569,20,1
"ACCUSTOMED",1.278,0.5,0.556,2.056,0.5,1.889,1.674,1.339,1.338,1.984,1.339,2.026,2.056,0.23,"Interoceptive",2.617,18,1
"ACE",0.438,0,0,0.375,0,2.062,1.263,0,0,1.025,0,2.205,2.062,0.717,"Visual",2.073,16,0.889
"ACETAMINOPHEN",0.438,2.062,1.938,3.438,0.375,3.25,1.031,1.569,1.843,1.711,1.025,1.653,3.438,0.266,"Interoceptive",4.5,16,0.889
"ACETONE",0.529,0.412,0.765,0.059,3.118,2.471,1.125,1.004,1.3,0.243,1.799,2.095,3.118,0.416,"Olfactory",3.584,17,0.944
"ACETYLENE",0.818,0.545,0.636,0,1.909,1.545,1.471,1.508,1.567,0,2.166,1.809,1.909,0.35,"Olfactory",2.265,11,0.688
"ACHE",1,0.062,1.188,4.375,0.062,1.062,1.414,0.25,1.424,1.088,0.25,1.482,4.375,0.556,"Interoceptive",4.441,16,1
"ACHIEVABLE",0.45,0,0.25,1.9,0.05,2.45,1.05,0,0.716,2.15,0.224,2.038,2.45,0.48,"Visual",2.788,20,1
"ACHIEVE",0.824,0.059,0.294,2.588,0.059,1.471,1.334,0.243,0.772,1.938,0.243,1.663,2.588,0.478,"Interoceptive",2.763,17,1
"ACHIEVEMENT",2.235,0.118,0.412,2.176,0.118,3.647,1.562,0.332,0.87,1.845,0.332,1.618,3.647,0.405,"Visual",4.122,17,1
"ACHIEVER",1.944,0,0.611,2.278,0,3.111,1.955,0,1.29,2.052,0,1.641,3.111,0.392,"Visual",3.672,18,0.947
"ACHINESS",0.667,0,2.333,4.667,0,0.667,1.234,0,2.093,0.724,0,1.397,4.667,0.56,"Interoceptive",4.862,15,1
"ACHING",0.576,0.03,1.667,4.212,0.03,0.879,1.119,0.174,1.915,1.053,0.174,1.341,4.212,0.566,"Interoceptive",4.313,33,1
"ACHINGLY",0.8,0,1.1,3.9,0,1,1.473,0,1.917,1.832,0,1.622,3.9,0.574,"Interoceptive",3.961,20,0.952
"ACHY",0.421,0,2,4.263,0,0.632,0.769,0,2.134,1.661,0,1.165,4.263,0.583,"Interoceptive",4.411,19,1
"ACID",0.824,0.941,1.176,1.824,1.706,2.706,1.551,1.478,1.704,2.215,1.929,1.829,2.706,0.205,"Visual",3.235,17,1
"ACID RAIN",1.529,0.941,1.353,0.353,1.588,3.235,1.419,1.345,1.579,1.222,1.805,1.855,3.235,0.32,"Visual",3.552,17,0.944
"ACID TEST",0.812,1.25,2.062,1.625,1.188,3.125,1.559,1.844,2.016,1.857,1.424,1.36,3.125,0.23,"Visual",3.628,16,0.941
"ACIDIC",0.222,3.444,1.556,1.389,2.5,1.944,0.428,1.822,1.917,1.685,2.007,1.697,3.444,0.291,"Gustatory",4.127,18,0.947
"ACIDIFICATION",0.077,1,0.692,1.231,0.154,1.385,0.277,1.528,1.548,1.787,0.376,1.71,1.385,0.288,"Visual",1.802,13,0.765
"ACIDIFY",0.684,1.211,0.684,0.579,1.053,2.895,1.376,1.619,1.455,1.427,1.545,1.823,2.895,0.326,"Visual",3.038,19,0.95
"ACIDITY",0.667,3.143,1.429,1.381,1.429,2.048,1.317,1.711,1.912,1.987,1.63,1.687,3.143,0.245,"Gustatory",3.644,21,1
"ACIDLY",1.533,0.6,0.4,1,0.667,1.533,1.959,1.352,0.91,1.69,1.345,1.807,1.533,0.198,"Auditory",2.063,15,0.938
"ACIDOMETER",0.4,0.3,1.7,0.5,0.65,2.9,0.94,0.801,1.867,1.235,1.226,2.1,2.9,0.403,"Visual",3.1,20,0.606
"ACKNOWLEDGE",2.875,0,0.438,1.75,0.125,2.438,2.062,0,0.892,1.88,0.5,1.965,2.875,0.377,"Auditory",3.522,16,1
"ACKNOWLEDGEABLE",2.4,0.267,0.333,1.067,0.467,2.067,2.131,0.799,0.724,1.71,1.356,2.086,2.4,0.323,"Auditory",2.885,15,1
"ACKNOWLEDGED",2.743,0.171,0.4,1.314,0.171,2.686,1.738,0.857,1.063,1.827,0.857,1.676,2.743,0.344,"Auditory",3.486,35,1
"ACKNOWLEDGEMENT",2.833,0,0.333,1.222,0,3.222,1.886,0,1.188,1.517,0,1.665,3.222,0.423,"Visual",3.872,18,1
"ACNE",0.353,0,2,0.529,0.176,3.824,1.222,0,1.871,1.068,0.728,1.59,3.824,0.556,"Visual",4.002,17,0.944
"ACORN",0.8,1.267,3.067,0.133,0.867,3.933,1.568,1.71,1.87,0.516,1.407,1.751,3.933,0.377,"Visual",4.529,15,1
"ACOUSTIC",3.824,0.118,0.294,0.588,0.118,1,1.741,0.485,0.686,1.004,0.485,1.225,3.824,0.624,"Auditory",3.851,17,1
"ACOUSTICAL",3.882,0.529,1.059,0.882,0.529,1.647,1.317,1.068,1.638,1.219,1.179,1.766,3.882,0.393,"Auditory",4.024,17,0.81
"ACOUSTICALLY",4.533,0,0.133,0.667,0,0.667,1.302,0,0.352,1.175,0,1.397,4.533,0.756,"Auditory",4.543,15,1
"ACOUSTICS",3.812,0.125,0.688,0.812,0.125,1,1.834,0.5,1.352,1.047,0.5,1.506,3.812,0.562,"Auditory",3.855,16,0.941
"ACQUAINT",2.2,0.067,0.6,1.267,0.067,3.333,2.042,0.258,1.121,1.751,0.258,1.877,3.333,0.434,"Visual",3.682,15,0.833
"ACQUAINTANCE",3.15,0.15,1.25,0.25,0.4,4.25,1.814,0.489,1.333,0.55,0.995,1.118,4.25,0.434,"Visual",4.792,20,1
"ACQUAINTED",1.611,0,0.667,1.444,0.111,1.944,1.944,0,1.328,1.947,0.323,2.014,1.944,0.337,"Visual",2.458,18,1
"ACQUIESCE",2.5,0.3,0.5,2.4,0.3,3.2,2.068,0.949,0.85,2.171,0.949,1.874,3.2,0.315,"Visual",3.966,10,0.588
"ACQUIESCENTLY",2.154,0.462,0.385,1.308,0.385,2.308,1.772,1.391,1.387,1.601,1.121,1.843,2.308,0.275,"Visual",2.913,13,0.382
"ACQUIRABLE",0.889,0.444,1.111,1.222,0.333,2.389,1.451,1.247,1.605,1.957,1.188,2.09,2.389,0.322,"Visual",2.604,18,1
"ACQUIRE",0.824,0.647,2.176,1,0.588,2.824,1.741,1.412,1.944,1.803,1.326,2.038,2.824,0.277,"Visual",3.266,17,1
"ACQUIRED",1.947,0.737,1.895,0.789,0.632,3.368,1.615,1.284,2.052,1.548,1.257,1.64,3.368,0.292,"Visual",3.769,19,1
"ACQUIREMENT",1.118,0.882,1.765,0.765,0.588,2.647,1.691,1.536,1.888,1.091,1.121,1.935,2.647,0.265,"Visual",2.992,17,0.895
"ACQUIRER",1.474,0.316,0.632,0.579,0.105,2.632,1.679,1.003,1.461,1.346,0.459,1.921,2.632,0.44,"Visual",2.798,19,0.95
"ACQUISITION",1.105,0.158,1,0.421,0.263,2.842,1.524,0.688,1.915,1.017,0.733,1.803,2.842,0.464,"Visual",2.94,19,0.95
"ACQUISITIVE",1.083,0,0.583,1.083,0,2.25,1.676,0,1.443,2.021,0,2.261,2.25,0.45,"Visual",2.418,12,0.6
"ACQUISITIVELY",1.636,0.818,1.182,1.636,0.727,2,1.912,1.834,2.04,2.157,1.679,2.236,2,0.159,"Visual",2.685,11,0.688
"ACQUIT",2.8,0.133,0.267,0.267,0,2.267,1.935,0.516,1.033,1.033,0,1.792,2.8,0.488,"Auditory",3.228,15,0.882
"ACQUITTAL",2.824,0.235,0.353,1.059,0.235,2.824,1.811,0.97,0.862,1.345,0.97,1.704,2.824,0.344,"Visual",3.59,17,0.944
"ACQUITTER",1.556,0.056,0.278,0.556,0.111,1.611,1.723,0.236,0.826,1.042,0.471,1.819,1.611,0.373,"Visual",2.012,18,0.9
"ACRE",0.6,0.05,0.8,0.4,0.25,3.45,1.392,0.224,1.322,0.883,0.55,1.605,3.45,0.613,"Visual",3.472,20,1
"ACRID",0.25,2,0.5,0.417,3.417,0.417,0.622,2.089,1.168,0.793,2.109,0.793,3.417,0.452,"Olfactory",3.639,12,0.667
"ACRIMONIOUSLY",2.875,0.312,0.5,1.188,0.312,2.438,1.821,1.25,1.317,1.797,1.25,2.097,2.875,0.336,"Auditory",3.423,16,0.8
"ACROBAT",1.222,0,0.722,0.778,0,4.167,1.592,0,1.638,1.592,0,1.581,4.167,0.605,"Visual",4.217,18,1
"ACROBATIC",0.438,0.062,1,1.062,0.062,3.25,0.727,0.25,1.461,1.482,0.25,2.113,3.25,0.543,"Visual",3.321,16,1
"ACROBATICALLY",1.071,0,1.286,1.357,0,3.571,1.492,0,1.684,1.737,0,1.399,3.571,0.49,"Visual",3.718,14,0.933
"ACROBATICS",1,0.278,0.5,0.722,0.444,3.778,1.534,1.179,1.339,1.565,1.338,1.665,3.778,0.521,"Visual",3.815,18,0.947
"ACRONYM",2.733,0.067,0.067,0.267,0.067,3.133,2.154,0.258,0.258,1.033,0.258,1.506,3.133,0.484,"Visual",3.713,15,0.938
"ACROPHOBIA",0.083,0,0.417,3.75,0,1.333,0.289,0,1.443,2.261,0,1.826,3.75,0.672,"Interoceptive",3.807,12,0.545
"ACROSS",0.739,0,0.435,0.217,0,3.696,1.544,0,0.788,0.85,0,1.636,3.696,0.726,"Visual",3.708,23,1
"ACRYLIC",0.5,0.111,2.722,0.222,1.167,3.333,1.249,0.471,1.526,0.732,1.425,1.572,3.333,0.4,"Visual",3.892,18,0.9
"ACT",2.571,0.238,0.571,0.81,0.238,3.19,2.063,1.091,1.287,1.75,1.091,1.965,3.19,0.388,"Visual",3.69,21,1
"ACT ON",1.647,0.235,0.529,1.471,0.294,2.824,1.766,0.562,1.125,1.772,0.772,1.741,2.824,0.37,"Visual",3.119,17,0.944
"ACT OUT",2.1,0.1,0.65,1.8,0.15,2.75,1.861,0.447,1.268,1.881,0.671,1.943,2.75,0.351,"Visual",3.307,20,1
"ACT UPON",1.65,0,0.8,1.7,0.15,2.5,1.785,0,1.24,1.593,0.489,1.792,2.5,0.368,"Visual",2.945,20,0.952
"ACTING",3.118,0.059,0.824,1.176,0,4,1.965,0.243,1.629,1.667,0,1.458,4,0.436,"Visual",4.587,17,1
"ACTION",2.625,0.25,1,2.312,0.312,4.062,1.746,0.577,1.033,1.815,0.602,0.929,4.062,0.361,"Visual",4.619,16,1
"ACTIONABLE",1.143,0.429,0.929,1.5,0.286,2.929,1.703,0.852,1.492,1.605,0.726,1.817,2.929,0.366,"Visual",3.138,14,0.933
"ACTIVATE",1.583,0.042,1.417,0.708,0.042,3,1.666,0.204,1.613,1.268,0.204,1.719,3,0.436,"Visual",3.245,24,1
"ACTIVATION",1.474,0.474,1.684,0.842,0.368,2.474,1.744,0.905,1.857,1.302,0.684,2.091,2.474,0.288,"Visual",2.879,19,1
"ACTIVATOR",1.409,0.045,1,0.727,0.136,3.091,1.709,0.213,1.512,1.667,0.468,1.875,3.091,0.475,"Visual",3.231,22,0.957
"ACTIVE",1.333,0.111,0.778,2.667,0.278,3.722,1.495,0.471,1.263,1.715,0.752,1.406,3.722,0.406,"Visual",4.187,18,1
"ACTIVELY",1.444,0.444,1,1.611,0.389,3,2.121,1.338,1.68,1.65,1.243,1.91,3,0.331,"Visual",3.282,18,1
"ACTIVENESS",1.412,0,0.353,2.706,0.176,3.471,1.46,0,0.862,1.961,0.393,1.908,3.471,0.428,"Visual",4.01,17,1
"ACTIVISM",2.5,0.1,0.2,0.95,0.2,2.55,2.065,0.447,0.696,1.317,0.894,1.905,2.55,0.377,"Visual",3.21,20,1
"ACTIVIST",2.4,0.1,0.25,0.8,0.2,3.2,1.698,0.447,0.716,1.542,0.696,1.824,3.2,0.446,"Visual",3.612,20,1
"ACTIVITY",3.118,0.529,1.824,2.294,0.941,3.824,1.654,1.328,2.215,2.024,1.853,1.51,3.824,0.263,"Visual",4.722,17,0.944
"ACTOR",4.235,0.235,1.118,0.824,0.235,4.647,1.3,0.97,1.867,1.334,0.97,0.606,4.647,0.391,"Visual",5.628,17,1
"ACTRESS",3.15,0.15,0.5,0.65,0.4,3.95,1.694,0.671,0.946,1.424,0.94,1.761,3.95,0.432,"Visual",4.536,20,1
"ACTS",1.688,0.188,0.375,0.625,0.062,2.25,1.702,0.544,0.885,1.088,0.25,2.206,2.25,0.422,"Visual",2.546,16,0.941
"ACTUAL",2.222,0.444,1.333,1.333,0.389,3.389,1.768,0.856,1.609,1.534,0.85,1.65,3.389,0.329,"Visual",3.798,18,1
"ACTUALITY",1.786,0.571,0.643,1.143,0.571,2.643,2.082,1.505,1.499,1.994,1.505,2.274,2.643,0.282,"Visual",2.973,14,0.778
"ACTUALIZATION",1.556,0.222,0.889,2,0.111,2.778,1.542,0.732,1.41,1.715,0.323,1.833,2.778,0.353,"Visual",3.237,18,1
"ACTUALIZE",0.368,0.211,0.895,1.526,0.263,1.947,0.831,0.631,1.487,2.038,0.806,1.985,1.947,0.333,"Visual",2.272,19,0.905
"ACTUALLY",0.95,0.1,0.35,0.85,0.1,1.1,1.468,0.308,0.745,1.599,0.308,1.714,1.1,0.29,"Visual",1.417,20,1
"ACTUARIAL",1.188,0,0.125,0.25,0,1.375,1.721,0,0.5,1,0,1.746,1.375,0.468,"Visual",1.625,16,0.457
"ACUPRESSURE",0.111,0,2.889,2.833,0.056,1.778,0.323,0,2.298,2.203,0.236,1.896,2.889,0.377,"Haptic",3.744,18,0.9
"ACUPUNCTURE",0.286,0,4.238,2.667,0.143,2.476,0.561,0,1.609,1.906,0.478,1.94,4.238,0.432,"Haptic",4.796,21,1
"ACUPUNCTURIST",1.526,0,3.105,2.737,0.211,3.316,1.744,0,2.132,2.13,0.535,1.916,3.316,0.304,"Visual",4.489,19,1
"ACUTE",1.059,0.353,1.176,1.471,0.471,2,1.478,1.057,1.811,1.807,1.125,2.031,2,0.252,"Visual",2.418,17,0.895
"ACUTELY",0.929,0.357,0.714,0.571,0.429,1.571,1.492,1.082,1.437,1.089,1.089,1.869,1.571,0.266,"Visual",1.75,14,0.824
"ACUTENESS",1.75,0.25,0.562,1.938,0.375,2.375,1.844,0.577,0.892,2.016,0.619,1.784,2.375,0.293,"Visual",2.973,16,1
"AD",3.944,0,0.333,0.167,0,4.222,1.474,0,0.97,0.707,0,1.396,4.222,0.487,"Visual",5.151,18,1
"ADAGE",3.769,0,0,0.308,0,1.615,1.536,0,0,0.63,0,1.805,3.769,0.662,"Auditory",3.866,13,0.684
"ADAMANT",3.6,0.533,0.667,1.933,0.533,2.533,1.595,1.457,1.447,2.187,1.457,1.846,3.6,0.313,"Auditory",4.136,15,0.938
"ADAMANTLY",2.667,0,0.111,1,0,2.167,2,0,0.471,1.495,0,2.036,2.667,0.449,"Auditory",3.112,18,0.9
"ADAPT",1.812,0.188,0.375,1.062,0.125,3.125,1.642,0.75,0.806,1.569,0.5,1.928,3.125,0.449,"Visual",3.354,16,1
"ADAPTABILITY",0.412,0,0.765,1.529,0,1.765,0.795,0,1.562,1.875,0,1.888,1.765,0.395,"Visual",2.125,17,1
"ADAPTABLE",1.647,0.588,0.647,1.412,0.529,3.059,1.73,1.661,1.367,1.805,1.505,1.919,3.059,0.321,"Visual",3.318,17,0.944
"ADAPTATION",2.25,0.375,0.875,1.5,0.312,3.5,2.017,1.258,1.544,1.862,1.25,1.897,3.5,0.362,"Visual",3.88,16,1
"ADAPTER",0.571,0.143,2.095,0.524,0.048,3.476,1.076,0.655,1.868,1.289,0.218,1.914,3.476,0.5,"Visual",3.721,21,1
"ADAPTION",1.353,0.235,0.941,1.118,0.471,2.176,1.618,0.97,1.749,1.799,1.179,1.976,2.176,0.308,"Visual",2.474,17,1
"ADAPTIVE",1.559,0.235,0.794,1.353,0.382,2.412,1.727,0.923,1.343,1.739,0.985,1.811,2.412,0.323,"Visual",2.753,34,0.971
"ADAPTIVELY",1.588,0,0.706,1.353,0,2.529,1.805,0,1.404,1.73,0,1.736,2.529,0.41,"Visual",2.845,17,0.85
"ADAPTOR",0.812,0.312,2.125,0.5,0.312,3.688,1.721,1.25,2.125,1.414,1.25,1.815,3.688,0.435,"Visual",3.925,16,1
"ADD",0.739,0.043,0.435,1.478,0.043,2.478,1.214,0.209,1.308,2.086,0.209,1.904,2.478,0.467,"Visual",2.665,23,1
"ADD ON",0.706,0.118,0.824,0.353,0.059,2.235,1.213,0.485,1.51,1.222,0.243,1.985,2.235,0.507,"Visual",2.297,17,1
"ADD UP",1.316,0.105,0.947,0.263,0.053,1.947,1.765,0.459,1.58,0.653,0.229,1.87,1.947,0.409,"Visual",2.192,19,1
"ADDED",2.118,0.471,0.647,0.353,0.353,3.588,1.933,1.375,1.498,1.222,1.222,1.661,3.588,0.43,"Visual",3.829,17,1
"ADDENDUM",1.933,0.033,0.2,0.133,0.033,3.067,2.016,0.183,0.484,0.434,0.183,1.874,3.067,0.562,"Visual",3.304,30,0.811
"ADDICT",1.562,0.75,0.938,2.25,0.938,3.312,1.75,1.125,1.436,2.176,1.482,1.778,3.312,0.263,"Visual",3.771,16,1
"ADDICTED",0.944,0.722,0.444,3.5,0.667,1.278,1.474,1.708,1.338,1.79,1.645,1.841,3.5,0.404,"Interoceptive",3.598,18,1
"ADDICTEDNESS",1.2,1.05,0.9,3.15,0.55,3.2,1.642,1.701,1.553,2.11,1.395,1.852,3.2,0.264,"Visual",4.078,20,1
"ADDICTION",0.938,0.625,0.312,3.625,0.375,1.75,1.652,1.088,0.704,1.746,0.719,2.017,3.625,0.434,"Interoceptive",3.783,16,1
"ADDICTIVE",0.632,0.947,0.421,3.579,0.474,1.526,1.116,1.779,1.121,1.677,1.172,1.775,3.579,0.417,"Interoceptive",3.701,19,1
